hmm name,conveted_smiles
butirosin_2_neomycin_BGC709_3_ribostamycin_3_sisomicin_5_tobramycin_BGC719_2_tobramycin_BGC720_2_tobramycin_BGC721_2,{N:1}{C:2}1{C:3}{C:4}({N:5}){C:6}({O:7}{C:8}2{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}2{O:18}){C:19}({O:20}){C:21}1{O:22}{C:23}1{O:24}{C:25}({C:26}={O:27}){C:28}({O:29}){C:30}({O:31}){C:32}1{N:33}>>{N:34}{C:26}{C:25}1{O:24}{C:23}({O:22}{C:21}2{C:2}({N:1}){C:3}{C:4}({N:5}){C:6}({O:7}{C:8}3{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}3{O:18}){C:19}2{O:20}){C:32}({N:33}){C:30}({O:31}){C:28}1{O:29}
fortimicin_3_gentamicinC_BGC696_1__1_gentamicinC_BGC696_5_gentamicinC_BGC696_7_kanamycinA_B_D_BGC702_1__2a__kanamycinA_B_D_BGC704_1__2_sisomicin_1,{N:20}{C:16}1{C:17}{C:18}({N:19}){C:13}({O:12}{C:4}2{O:5}{C:6}({C:7}{O:8}){C:1}({O:9}){C:2}({O:10}){C:3}2{N:11}){C:14}({O:21}){C:15}1{O:22}{C:23}1{O:28}{C:27}{C:26}({O:31}){C:25}({O:30}){C:24}1{O:29}>>{N:20}{C:16}1{C:17}{C:18}({N:19}){C:13}({O:12}{C:4}2{O:5}{C:6}({C:7}{O:8}){C:1}({O:9}){C:2}({O:10}){C:3}2{N:11}){C:14}({O:21}){C:15}1{O:22}{C:23}1{O:28}{C:27}{C:26}({O:31}){C:25}({N:32}){C:24}1{O:29}
gentamicinC_1_BGC696__2a_gentamicinC_BGC696_3a,{C:33}{N:32}{C:5}1{C:6}({O:7}){C:1}({O:10}{C:11}2{C:12}({N:18}){C:13}{C:14}({N:19}){C:15}({O:20}{C:21}3{O:22}{C:23}({C:30}({C:35}){N:36}){C:24}({O:29}){C:25}({O:28}){C:26}3{N:27}){C:16}2{O:17}){O:2}{C:3}{C:4}1({C:34}){O:9}>>{C:37}{N:36}{C:30}({C:35}){C:23}1{C:24}{C:25}{C:26}({N:27}){C:21}({O:20}{C:15}2{C:14}({N:19}){C:13}{C:12}({N:18}){C:11}({O:10}{C:1}3{O:2}{C:3}{C:4}({C:34})({O:9}){C:5}({N:32}{C:33}){C:6}3{O:7}){C:16}2{O:17}){O:22}1
gentamicinC_1_BGC696__2b_gentamicinC_BGC696_3b_gentamicin_BGC1603_3,{C:33}{N:32}{C:5}1{C:6}({O:7}){C:1}({O:10}{C:11}2{C:12}({N:18}){C:13}{C:14}({N:19}){C:15}({O:20}{C:21}3{O:22}{C:23}({C:30}({C:35}){N:36}){C:24}({O:29}){C:25}({O:28}){C:26}3{N:27}){C:16}2{O:17}){O:2}{C:3}{C:4}1({C:34}){O:9}>>{C:37}{N:36}{C:30}({C:35}){C:23}1{C:24}{C:25}{C:26}({N:27}){C:21}({O:20}{C:15}2{C:14}({N:19}){C:13}{C:12}({N:18}){C:11}({O:10}{C:1}3{O:2}{C:3}{C:4}({C:34})({O:9}){C:5}({N:32}{C:33}){C:6}3{O:7}){C:16}2{O:17}){O:22}1
apramycin_6__2_gentamicinC_BGC696_6a_gentamicin_BGC1603_4,{C:33}{N:32}{C:28}1{C:26}({O:27}){C:25}{O:24}{C:23}({O:22}{C:21}2{C:2}({N:1}){C:3}{C:4}({N:5}){C:6}({O:7}{C:8}3{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({O:16}){C:17}3{N:18}){C:19}2{O:20}){C:30}1{O:31}>>{C:33}{N:32}{C:28}1{C:30}({O:31}){C:23}({O:22}{C:21}2{C:2}({N:1}){C:3}{C:4}({N:5}){C:6}({O:7}{C:8}3{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({O:16}){C:17}3{N:18}){C:19}2{O:20}){O:24}{C:25}{C:26}1({C:34}){O:27}
gentamicinC_BGC696_4,{C:33}{N:32}{C:5}1{C:6}({O:7}){C:1}({O:10}{C:11}2{C:12}({N:18}){C:13}{C:14}({N:19}){C:15}({O:20}{C:21}3{O:22}{C:23}({C:30}{O:31}){C:24}({O:29}){C:25}({O:28}){C:26}3{N:27}){C:16}2{O:17}){O:2}{C:3}{C:4}1({C:34}){O:9}>>{C:33}{N:32}{C:5}1{C:6}({O:7}){C:1}({O:10}{C:11}2{C:12}({N:18}){C:13}{C:14}({N:19}){C:15}({O:20}{C:21}3{O:22}{C:23}({C:30}({C:35}){O:31}){C:24}({O:29}){C:25}({O:28}){C:26}3{N:27}){C:16}2{O:17}){O:2}{C:3}{C:4}1({C:34}){O:9}
fortimicin_4,{C:25}{N:24}{C:15}1{C:16}({O:21}){C:17}({O:22}){C:18}({N:23}){C:13}({O:12}{C:4}2{O:5}{C:6}({C:7}{N:26}){C:1}({O:9}){C:2}({O:10}){C:3}2{N:11}){C:14}1{O:19}>>{C:25}{N:24}{C:15}1{C:16}({O:21}){C:17}({O:22}){C:18}({N:23}){C:13}({O:12}{C:4}2{O:5}{C:6}({C:7}({C:27}){N:26}){C:1}({O:9}){C:2}({O:10}){C:3}2{N:11}){C:14}1{O:19}
gentamicinC_BGC696_6b_gentamicin_BGC1603_1_tobramycin_BGC721_3,{N:34}{C:26}{C:25}1{O:24}{C:23}({O:22}{C:21}2{C:2}({N:1}){C:3}{C:4}({N:5}){C:6}({O:7}{C:8}3{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}3{O:18}){C:19}2{O:20}){C:32}({N:33}){C:30}({O:31}){C:28}1{O:29}>>{N:34}{C:26}{C:25}1{O:24}{C:23}({O:22}{C:21}2{C:2}({N:1}){C:3}{C:4}({N:5}){C:6}({O:7}{C:8}3{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}3{O:18}){C:19}2{O:20}){C:32}({N:33}){C:30}{C:28}1{O:29}
kanamycinA_BGC702_1__1b_kanamycinB_BGC702_1__1b_kanamycinD_BGC702_1__1b,{N:19}{C:18}1{C:17}{C:16}({N:20}){C:15}({O:22}{C:23}2{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({N:32}){C:24}2{O:33}){C:14}({O:21}){C:13}1{O:12}{C:5}1{O:6}{C:1}({C:7}{O:8}){C:2}({O:9}){C:3}({O:10}){C:4}1{N:11}>>{N:34}{C:7}{C:1}1{O:6}{C:5}({O:12}{C:13}2{C:18}({N:19}){C:17}{C:16}({N:20}){C:15}({O:22}{C:23}3{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({N:32}){C:24}3{O:33}){C:14}2{O:21}){C:4}({N:11}){C:3}({O:10}){C:2}1{O:9}
fortimicin_5_tobramycin_BGC719_3_tobramycin_BGC720_3,{N:34}{C:26}{C:25}1{O:24}{C:23}({O:22}{C:21}2{C:2}({N:1}){C:3}{C:4}({N:5}){C:6}({O:7}{C:8}3{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}3{O:18}){C:19}2{O:20}){C:32}({N:33}){C:30}({O:31}){C:28}1{O:29}>>{N:34}{C:26}{C:25}1{O:24}{C:23}({O:22}{C:21}2{C:2}({N:1}){C:3}{C:4}({N:5}){C:6}({O:7}{C:8}3{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}3{O:18}){C:19}2{O:20}){C:32}({N:33}){C:30}{C:28}1{O:29}
kanamycinA_BGC702_1__1a_kanamycinB_BGC702_1__1a_kanamycinD_BGC702_1__1a_kanamycinA_BGC703_1__1b_kanamycinB_BGC703_1__1b_kanamycinD_BGC703_1__1b,{N:19}{C:18}1{C:17}{C:16}({N:20}){C:15}({O:22}{C:23}2{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({N:32}){C:24}2{O:33}){C:14}({O:21}){C:13}1{O:12}{C:5}1{O:6}{C:1}({C:7}{O:8}){C:2}({O:9}){C:3}({O:10}){C:4}1{N:11}>>{N:34}{C:7}{C:1}1{O:6}{C:5}({O:12}{C:13}2{C:18}({N:19}){C:17}{C:16}({N:20}){C:15}({O:22}{C:23}3{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({N:32}){C:24}3{O:33}){C:14}2{O:21}){C:4}({N:11}){C:3}({O:10}){C:2}1{O:9}
neomycin_BGC711_2,{N:35}{C:34}{C:33}1{O:32}{C:31}({O:30}{C:29}2{C:27}({N:28}){C:26}{C:24}({N:25}){C:22}({O:23}){C:21}2{O:20}{C:19}2{O:42}{C:43}({C:44}{O:45}){C:16}({O:15}{C:14}3{O:13}{C:10}({C:11}{O:12}){C:8}({O:9}){C:6}({O:7}){C:5}3{N:4}){C:17}2{O:18}){C:40}({N:41}){C:38}({O:39}){C:36}1{O:37}>>{N:35}{C:34}{C:33}1{O:32}{C:31}({O:30}{C:29}2{C:27}({N:28}){C:26}{C:24}({N:25}){C:22}({O:23}){C:21}2{O:20}{C:19}2{O:42}{C:43}({C:44}{O:45}){C:16}({O:15}{C:14}3{O:13}{C:10}({C:11}={O:12}){C:8}({O:9}){C:6}({O:7}){C:5}3{N:4}){C:17}2{O:18}){C:40}({N:41}){C:38}({O:39}){C:36}1{O:37}
kanamycinA_BGC702_1__1c_kanamycinB_BGC702_1__1c_kanamycinD_BGC702_1__1c_kanamycinA_BGC706_1__1a_kanamycinB_BGC706_1__1a_kanamycinD_BGC706_1__1a,{N:20}{C:16}1{C:17}{C:18}({N:19}){C:13}({O:12}{C:5}2{O:6}{C:1}({C:7}{O:8}){C:2}({O:9}){C:3}({O:10}){C:4}2{O:11}){C:14}({O:21}){C:15}1{O:22}{C:23}1{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({N:32}){C:24}1{O:33}>>{N:34}{C:7}{C:1}1{O:6}{C:5}({O:12}{C:13}2{C:18}({N:19}){C:17}{C:16}({N:20}){C:15}({O:22}{C:23}3{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({N:32}){C:24}3{O:33}){C:14}2{O:21}){C:4}({O:11}){C:3}({O:10}){C:2}1{O:9}
fortimicin_1_kanamycinA_BGC702_1__2b_kanamycinB_BGC702_1__2b_kanamycinD_BGC702_1__2b,{N:19}{C:18}1{C:17}{C:16}({N:20}){C:15}({O:22}{C:23}2{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({O:32}){C:24}2{O:33}){C:14}({O:21}){C:13}1{O:12}{C:5}1{O:6}{C:1}({C:7}{O:8}){C:2}({O:9}){C:3}({O:10}){C:4}1{O:11}>>{N:34}{C:7}{C:1}1{O:6}{C:5}({O:12}{C:13}2{C:18}({N:19}){C:17}{C:16}({N:20}){C:15}({O:22}{C:23}3{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({O:32}){C:24}3{O:33}){C:14}2{O:21}){C:4}({O:11}){C:3}({O:10}){C:2}1{O:9}
gentamicin_BGC1603_2,{N:5}{C:4}1{C:3}{C:2}({N:1}){C:21}({O:22}{C:23}2{O:24}{C:25}{C:26}({O:27}){C:28}(={O:29}){C:30}2{O:31}){C:19}({O:20}){C:6}1{O:7}{C:8}1{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({O:16}){C:17}1{N:18}>>{N:1}{C:2}1{C:3}{C:4}({N:5}){C:6}({O:7}{C:8}2{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({O:16}){C:17}2{N:18}){C:19}({O:20}){C:21}1{O:22}{C:23}1{O:24}{C:25}{C:26}({O:27}){C:28}({N:32}){C:30}1{O:31}
kanamycinA_BGC703_1__1a_kanamycinB_BGC703_1__1a_kanamycinD_BGC703_1__1a,{N:19}{C:18}1{C:17}{C:16}({N:20}){C:15}({O:22}{C:23}2{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({O:32}){C:24}2{O:33}){C:14}({O:21}){C:13}1{O:12}{C:5}1{O:6}{C:1}({C:7}{O:8}){C:2}({O:9}){C:3}({O:10}){C:4}1{O:11}>>{N:34}{C:7}{C:1}1{O:6}{C:5}({O:12}{C:13}2{C:18}({N:19}){C:17}{C:16}({N:20}){C:15}({O:22}{C:23}3{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({O:32}){C:24}3{O:33}){C:14}2{O:21}){C:4}({O:11}){C:3}({O:10}){C:2}1{O:9}
apramycin_1_butirosinA_1_kanamycinA_B_D_BGC704_BGC705_1__1_neomycin_BGC709_2_ribostamycin_2_sisomicin_4_tobramycin_BGC719_1_tobramycin_BGC720_BGC721_1,{N:1}{C:2}1{C:3}{C:4}({N:5}){C:6}({O:7}{C:8}2{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}2{O:18}){C:19}({O:20}){C:21}1{O:22}{C:23}1{O:24}{C:25}({C:26}{O:27}){C:28}({O:29}){C:30}({O:31}){C:32}1{N:33}>>{N:1}{C:2}1{C:3}{C:4}({N:5}){C:6}({O:7}{C:8}2{O:9}{C:10}({C:11}{O:12}){C:13}({O:14}){C:15}({N:16}){C:17}2{O:18}){C:19}({O:20}){C:21}1{O:22}{C:23}1{O:24}{C:25}({C:26}={O:27}){C:28}({O:29}){C:30}({O:31}){C:32}1{N:33}
kanamycinA_BGC706_1__1b_kanamycinB_BGC706_1__1b_kanamycinD_BGC706_1__1b,{N:19}{C:18}1{C:17}{C:16}({N:20}){C:15}({O:22}{C:23}2{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({O:32}){C:24}2{O:33}){C:14}({O:21}){C:13}1{O:12}{C:5}1{O:6}{C:1}({C:7}{O:8}){C:2}({O:9}){C:3}({O:10}){C:4}1{O:11}>>{N:34}{C:7}{C:1}1{O:6}{C:5}({O:12}{C:13}2{C:18}({N:19}){C:17}{C:16}({N:20}){C:15}({O:22}{C:23}3{O:28}{C:27}({C:29}{O:30}){C:26}({O:31}){C:25}({O:32}){C:24}3{O:33}){C:14}2{O:21}){C:4}({O:11}){C:3}({O:10}){C:2}1{O:9}
neomycin_BGC711_1,{C:1}{C:2}(={O:3}){N:4}{C:5}1{C:6}({O:7}){C:8}({O:9}){C:10}({C:11}{O:12}){O:13}{C:14}1{O:15}{C:16}1{C:17}({O:18}){C:19}({O:20}{C:21}2{C:22}({O:23}){C:24}({N:25}){C:26}{C:27}({N:28}){C:29}2{O:30}{C:31}2{O:32}{C:33}({C:34}{N:35}){C:36}({O:37}){C:38}({O:39}){C:40}2{N:41}){O:42}{C:43}1{C:44}{O:45}>>{N:35}{C:34}{C:33}1{O:32}{C:31}({O:30}{C:29}2{C:27}({N:28}){C:26}{C:24}({N:25}){C:22}({O:23}){C:21}2{O:20}{C:19}2{O:42}{C:43}({C:44}{O:45}){C:16}({O:15}{C:14}3{O:13}{C:10}({C:11}{O:12}){C:8}({O:9}){C:6}({O:7}){C:5}3{N:4}){C:17}2{O:18}){C:40}({N:41}){C:38}({O:39}){C:36}1{O:37}
ribostamycin_1_neomycin_BGC709_1,{C:1}{C:2}(={O:3}){N:4}{C:5}1{C:6}({O:7}){C:8}({O:9}){C:10}({C:11}{O:12}){O:13}{C:14}1{O:15}{C:16}1{C:17}({O:18}){C:19}({O:20}{C:21}2{C:22}({O:23}){C:24}({N:25}){C:26}{C:27}({N:28}){C:29}2{O:30}{C:31}2{O:32}{C:33}({C:34}{N:35}){C:36}({O:37}){C:38}({O:39}){C:40}2{N:41}){O:42}{C:43}1{C:44}{O:45}>>{N:35}{C:34}{C:33}1{O:32}{C:31}({O:30}{C:29}2{C:27}({N:28}){C:26}{C:24}({N:25}){C:22}({O:23}){C:21}2{O:20}{C:19}2{O:42}{C:43}({C:44}{O:45}){C:16}({O:15}{C:14}3{O:13}{C:10}({C:11}{O:12}){C:8}({O:9}){C:6}({O:7}){C:5}3{N:4}){C:17}2{O:18}){C:40}({N:41}){C:38}({O:39}){C:36}1{O:37}
sisomicin_2,{N:20}{C:16}1{C:17}{C:18}({N:19}){C:13}({O:12}{C:4}2{O:5}{C:6}({C:7}{O:8}){C:1}({O:9}){C:2}({O:10}){C:3}2{N:11}){C:14}({O:21}){C:15}1{O:22}{C:23}1{O:28}{C:27}{C:26}({O:31}){C:25}({N:32}){C:24}1{O:29}>>{C:33}{N:32}{C:25}1{C:26}({O:31}){C:27}{O:28}{C:23}({O:22}{C:15}2{C:16}({N:20}){C:17}{C:18}({N:19}){C:13}({O:12}{C:4}3{O:5}{C:6}({C:7}{O:8}){C:1}({O:9}){C:2}({O:10}){C:3}3{N:11}){C:14}2{O:21}){C:24}1{O:29}
sisomicin_3,{C:33}{N:32}{C:25}1{C:26}({O:31}){C:27}{O:28}{C:23}({O:22}{C:15}2{C:16}({N:20}){C:17}{C:18}({N:19}){C:13}({O:12}{C:4}3{O:5}{C:6}({C:7}{O:8}){C:1}({O:9}){C:2}({O:10}){C:3}3{N:11}){C:14}2{O:21}){C:24}1{O:29}>>{C:33}{N:32}{C:25}1{C:26}({O:31}){C:27}{O:28}{C:23}({O:22}{C:15}2{C:16}({N:20}){C:17}{C:18}({N:19}){C:13}({O:12}{C:4}3{O:5}{C:6}({C:7}{O:8}){C:1}({O:9}){C:2}({O:10}){C:3}3{N:11}){C:14}2{O:21}){C:24}1({C:34}){O:29}
